user_id,item_id,rating
3e41585f,27e9782e-5,5
599dbf81,ab7ff487-1,4
7cb6d3eb,d5c83689-d,3
73a54189,b7af74f2-2,3
13649191,4750a3de-4,4
fea0052e,7b7268d8-6,1
a0968a8d,1f251a5e-3,2
cd1f4cd0,8e964181-6,3
82f860f7,5a8e414b-b,4
51dacac1,65a4da6f-6,5
38a1e970,5a55a846-e,4
d0d5e3b0,7ce94426-b,5
4ff8266f,f391d9be-7,5
faff6ffa,cde121ac-d,5
8c3265d7,08562850-3,2
8a00dc54,4263e65c-c,3
3d0aec60,43630740-4,5
4f231045,c3297364-0,5
72a44b20,4d7b33d6-4,3
c34605d2,16ee2335-1,5
f836adad,be9ec030-d,2
aec17f43,6eaed388-2,4
f1cbd9ed,31de3bd2-f,2
7c8bf4b9,88870a57-4,2
a5cda6c8,df236be6-3,3
c55dd505,0a074647-b,3
f666dd75,88ef8a42-2,3
c2eefc6e,a0e0a691-6,4
4b3752aa,8afa06d8-5,2
5984c518,cc75f240-f,5
ba0d460e,0cf80cb2-8,5
e0f55269,6b4cb792-5,3
7bdff67a,eabbc369-2,4
10c31378,9883b500-1,1
e651377e,a8f16266-b,1
ba678df8,da23cfa7-8,1
49a759a7,6998026b-c,1
abb2fa33,bf309230-0,3
a3b63775,f10370ff-5,3
1c816115,5fe989c9-0,1
74ba5569,18a5e79d-9,2
e0a14854,8d0bdad7-4,3
171a2e71,928d77c4-3,4
c7cd48dd,f383159c-4,4
b7380b04,8d255132-b,3
d799d699,2cbe2f6f-c,5
d374b1f9,9ea32af8-e,1
e8492835,65ac8845-c,3
3efbfc39,93a8561e-7,4
b267883f,41fbbdbc-9,4
978ce91d,e2cdb444-c,3
4062921e,bcdf7628-1,4
2fb9f48b,1115a4cc-1,4
aa744c61,a1d355b7-1,2
121bdf3e,a0354415-2,3
6894c5b0,96ef0dc9-6,2
152a3010,bc8f50c4-2,3
cc1c878a,8a124bf1-f,4
02d317f1,7951f51e-0,2
4789f600,28cfa86a-5,1
f2e4ad50,612b78d4-f,3
b721c64b,b91ead40-7,2
30d3fca9,88c4fbee-6,5
1e02db52,12e1e7b7-7,4
ccdec6cd,743ba069-f,5
72baa45f,4ee2c2d6-9,4
f3498014,1c303802-d,2
d4438986,fe1e6a78-9,5
b7ce73a5,3ba8563c-f,1
56c899ff,afda448a-a,2
8d6c950e,916025c8-f,4
dcfc3adc,ece88ff7-0,1
94ed2dce,9083e49d-7,5
7341f194,c69635d9-f,4
295a2e0b,23e7a67d-1,5
480b55c6,7bbba576-7,3
4bd29822,948a3b40-d,4
11d1ef2a,b6bfe4cb-f,2
c6952c07,56f9b336-5,3
171c325f,ce4c61d2-d,3
ed799954,d2f40c10-8,5
4e3e6bab,3d8c1bc0-8,2
29b1dbdf,1bec4273-5,3
11692893,e570765e-b,2
6258f6d7,be05d6b5-2,4
ade66e84,06ea5adb-3,3
7bad321f,0d1765cc-2,1
cf78ab9a,23eca2e3-4,5
a1573efd,00bb902e-c,2
8f87ab8c,c1cbbee6-d,4
3be9cded,8730a0ee-7,1
c0895f76,9869b403-1,4
52d2c78c,7936a1cb-1,5
b53aa320,a49efe9f-9,5
fe747fa8,c0b10d64-7,1
fab2b55b,474c66bf-3,2
4632f85b,312bc8fc-8,4
c6781108,f048a4a2-5,3
5bc7097b,118fb0b7-5,1
e7dc9f25,36d0d0c8-a,5
f8fec828,a1d11037-3,5
a0b8e39d,5f7c41ee-8,1
81f9a928,148cb3f3-1,5
91da6560,03855207-2,4
26d5be1a,5409dd3e-8,4
7bf93a72,fb807119-e,1
32839723,a875d9c4-3,1
2c2500ea,c0b273c2-5,5
39d11da5,61c34d6b-7,3
70f75830,e7f6b561-2,4
3066b9d4,e5e1cfb0-8,2
a35fe5e5,108aa207-b,5
a3e73890,06a09e72-0,5
e3c4830d,d0b8fdbd-c,3
186f1145,6a7a755f-3,4
a2dd035d,8fb4616e-1,3
b2de1538,211045d2-8,1
3b7c7e0d,19c38aae-f,4
cab404e5,96cc2aff-a,5
c0b59a57,1f547b94-e,2
5a2835a0,38cc3695-2,3
68376ad1,0c216a89-c,1
e6b61602,8154e3b9-f,3
ed127a6a,9a063b15-b,1
cdce35a4,1c38c5f3-a,3
b7ce1000,4743f61c-6,3
4eada12f,f7dc5f39-8,3
72033276,938a985a-3,1
d3e271bc,8423ce73-6,2
75f9ffb4,67788728-f,4
1ec3ff2a,f103ac45-1,4
9977a28d,2b5c6c6d-1,1
b622561c,adf77823-5,2
6f7f0073,1e180b5a-5,1
0593db79,747539b8-3,5
6531579c,d037e5a2-4,1
6c54fef2,5d6fed7e-c,2
b1a586a8,35303867-3,5
ed87a707,035b2887-1,3
ae15cd88,409255b0-7,3
a87689fb,cb2df151-f,5
d2cafe90,9e7e2170-8,2
43fbc7a3,952d56a9-b,3
0a75e9da,c5cfe88d-5,2
1c74138b,e8999fe4-c,1
f1733214,30884869-f,1
4c95d133,9c80171d-4,1
294af876,d09b26d9-0,1
249fb3ec,2b55fe4e-5,3
ab71021f,7bd70763-d,5
2bca9bc1,f6ac2fc8-b,2
4cc8d249,9837356f-2,2
1171aed4,fa178a1a-9,5
20951b9c,d0248426-8,2
c4eb27aa,3e909d12-3,5
122abbd7,8783e6d7-9,2
bf16d78e,6c60ac1f-5,4
23d9f470,ce33c092-3,2
cc33391a,6917952b-a,1
f196dcc8,dd47ca5c-7,5
5c4cc9cd,dbdf1bd9-4,4
6b76e9a1,affa909a-d,2
d9028424,b728a1fd-f,1
d6e84fa8,9290dba4-3,1
3cce7ee7,35165fca-f,4
2359eacf,f9b277b8-e,3
cea71fcf,6330d18c-c,2
aeb09719,cca83636-7,5
afbfbe33,0e1a71b4-5,4
8ee04e56,f75cd757-e,5
17ec5173,d7756866-3,4
4277aa34,8758e2a7-5,5
4a66b400,f6668874-4,3
b849ee82,99f4f73c-d,5
d8adad87,34731d18-b,1
e3181955,9daf59d4-d,5
b7b776d2,112725bd-9,5
6707ca3f,5471b17a-5,1
3421e7ba,4e770614-0,4
14a322ad,880eab94-7,2
c3a6ef65,a3a6c3c3-5,3
58e5b2b1,2029492d-a,5
913acac1,97aa2898-6,5
d51c7bc1,1a75428d-6,2
531b6e08,741be484-3,4
36e2ff8c,6cc0fabb-0,1
c98a91eb,edc90cdd-f,1
d30c4698,49da2a6d-0,2
29782162,19694848-0,2
fdb2b385,966d092f-4,1
833e59d2,e1fbcf04-4,2
8f46fab4,5ff948e9-e,2
f69c9130,37dd32b9-2,1
c1edff29,f5929b23-f,4
741de2c1,f735c522-7,3
c9c10b75,0bb347fc-8,2
02428050,385d5a98-5,4
cc0dfe20,1879476d-1,4
32d535ae,60552b00-5,5
87bf4ca6,8dc77453-f,2
24af6c3e,68175273-6,1
1828fb43,1716680b-f,4
65aaf4f4,61dc6cda-6,5
faf193a9,3b35362c-0,1
c6a2892f,7321f69d-6,1
4e432e36,70243117-d,4
29421930,ec7ee1d8-c,4
85227829,9f0f06d3-3,3
fcf06f0b,b1f1cec7-8,4
df90d7c9,fbcacc6c-d,3
3adf00f3,28c40ae3-e,5
27dd0710,9eeae0e2-6,1
500dfa44,b8c6b653-c,1
c41750b6,538ed23f-d,3
e6659f20,c612b025-d,4
ea529ab7,5aff8eb0-a,1
83bef224,0a6ec1de-5,1
f14cd9dc,4cf74eeb-1,5
97d33649,66d31bcc-5,3
0be6c0bb,86c443dc-d,2
09ed6fb4,e5071257-0,2
898f9c6d,2d45fe93-4,2
116fecb8,1df471c0-6,2
594294be,ad05bd9b-3,3
ad1e2bd6,26feb22b-9,2
e45edb68,43084da7-3,5
39c35fd6,d3ede683-9,1
3d958865,8b7d3acc-5,2
52ee67bc,c2358c11-c,5
00db7b85,5e1c0286-d,5
d4336610,6f5b3c27-7,4
18fa5e20,1e048fba-3,5
c981b672,5e3bc580-6,3
66ab38ee,b6c438b1-4,1
4f56d40d,6ff74b4d-7,3
0f8a805d,513edd5b-a,2
7d67e3f1,474e681a-a,4
ab9fa9a3,1e7bf1fe-6,5
b428f6cc,f28cdd02-7,2
a03eaa0c,38d8b02d-4,5
6e2c9c02,6eac3727-8,2
5767f51e,db7d8ba8-a,5
08f509e7,0e5c25e6-2,3
0c414eaf,5d6d3c17-6,5
f198455a,d0d702ad-8,4
c7060813,25ea4a1f-0,5
e235eaa8,7c4d897b-7,5
bc022fce,7fe0ba98-f,4
c6a1341f,fa1b70a0-d,4
1738af2a,dce9a48e-f,4
5390cbdf,933712e7-8,2
371ace0c,37cadfa7-8,3
187108d8,27cdeb76-6,1
66f00c2d,cfcc5fd6-b,4
376f737f,210a2d36-7,2
7679f01b,4c798c68-9,2
0513a984,e0f744c7-3,4
f4658b9f,f5819e74-0,3
9826f69a,37800a56-3,2
39b5a2a7,1a3aa7ac-9,4
f720b9b7,6d05da53-3,2
771ce878,2ea64143-d,4
f1807b8c,9a544065-a,1
c78d307b,28dd3466-1,1
18571441,7438ea1f-c,4
4d7042f4,071b5966-3,4
52b9a923,1d4e9360-1,3
f40a9b6d,e5a12194-5,1
0e01eaf1,385838a7-e,4
5b662387,bb11a08f-4,3
c2b48c64,b22c4626-9,5
4ae01f60,2784b792-4,3
3696bfd0,c1e93299-2,4
b5603d04,762221aa-3,3
1a80943e,389afb40-f,3
e14e962f,2830b16b-9,4
2b3198dd,88733fae-e,2
8c24815e,67d80dfd-7,3
e6ee5109,381eab4a-d,2
a1aad5f0,36fe6ac6-2,5
51d656fb,82b6cd96-6,3
dc1a6629,a1f2b6dd-7,1
fcb88b64,5dd58cd8-2,4
0410a28c,ed21c448-4,1
b1851eeb,3eb56196-f,3
128c7985,c3890ccb-8,2
da8e2fdc,4a8e60af-d,5
48f6819e,7bcd7ac9-6,4
13fcb9dd,90a62e58-d,2
db68c3eb,9e13e61e-c,5
71466805,d5ffce9f-3,2
1e5bd791,3bf1badc-6,4
7dd71ecb,8f8a84e9-8,5
3c8ad6d6,531124f2-0,1
e7267a38,4fb52521-f,3
33f0e5f8,ae353616-c,1
9cb99a90,3eed3203-4,3
a69f0bc8,062f7492-d,5
b1ae1119,c18f0916-4,4
eb5ebf37,1ff000e0-e,3
116383a9,69e1b723-6,1
fe8a21d2,5e2b3419-a,5
81b75cf4,91b88773-5,4
b755ad6c,908a54b6-0,4
e3fa60e2,27c745da-8,5
74d77f27,51f72692-9,5
a852ff82,d269fa86-d,2
a5464600,03e902b1-7,4
ee300046,a2075783-1,1
a49da7a4,507cfd45-3,4
2e541d01,d530da77-3,3
6c22afc7,cddf766d-e,4
e4aa32a0,d78da125-0,4
09ca67b7,018f23ea-7,3
1672d24e,b121d823-9,5
a4b13791,98898541-4,5
a8343047,919c0e4d-0,4
16424ec7,0e7f87e5-8,2
ec4f4397,310c2d25-b,3
7c959ad5,73bb6de8-1,2
9cf50531,31dd646d-7,2
3aec426f,267985bd-2,1
1e6e48c2,b8455d97-7,3
9328a910,7dcce976-1,5
ecbb43d3,a7f3a36d-b,5
a577d4b8,f4193c4a-2,5
317bca3f,26c3c2aa-e,3
2efb6b7f,012b2dda-1,4
ed1ebaa0,52cdaea0-8,2
eb1911f4,3ba6780b-a,2
260c8ec5,5024d38a-c,1
a8fc85ce,4af5147b-4,3
fb8277c8,3c7eedc9-a,4
afacdc15,6280a914-4,4
06539e8b,5497ca0e-5,5
f6e5828e,3a6f86b9-b,2
7da79df6,122394b2-e,1
29db5c37,63b737b8-d,5
c8e51376,433fec78-f,2
403ab1e9,4b94f455-e,3
a458dc49,451dc78c-3,3
aca0dcaf,c385a9e4-c,4
a31224b8,ce07178a-6,1
695fccc3,13cd0a57-0,1
501b16d8,3d9f22df-f,5
7d7f6ad1,a0d2dea3-a,5
c814cdcc,56886e5d-7,5
c6b46864,6e4a33e0-e,5
5a627202,5ec4a8b3-d,2
63fef598,4a545c9f-8,4
00d8ac27,f330657b-d,1
0b4f24e1,2fe1f2b3-b,1
59dce1d0,bef56996-5,2
d60ab6ad,84268f41-1,3
d9a0217a,0f8b3bb7-8,4
4720abd8,4396ccca-1,3
c0e9ac8d,4b89d022-8,2
a9fa4694,5afee66b-4,4
c19814f1,17c05cd0-c,5
e7e2b27c,b0d69622-a,3
f3b73afc,f73bf81c-f,5
8a3d2683,b3345786-8,1
fdc23ea4,4023a06e-7,2
753861d7,3f1caf62-f,1
fe1668db,2ad69764-b,5
26dd0325,33850590-0,4
abdb1e26,07fa6d99-0,3
86dbac6e,14161f4b-8,5
942598dd,33b219e4-0,1
aa467976,89d4357f-0,2
c731ecdc,c6438a19-5,4
9798d65d,0a454a94-f,1
cfc35694,fbe1be6d-3,4
ae08fdb3,9d4429b3-b,2
9e064b40,912f767d-d,2
4f2da9a6,4b585842-7,3
19769f0e,c043a23a-d,4
40fcae03,6698a03c-9,3
afc39278,6e225e67-8,4
24315376,15b532b8-c,3
968fb1ae,f1aa4880-3,4
7c9152e1,e4733b2d-3,3
1bc7e890,88ac9198-a,4
5f605f60,ad95ddec-0,5
ad562a2f,2392c4a9-b,1
52a481f3,95d60434-e,3
95f589a9,e9feb788-5,3
f5e44697,0ca7d06c-9,1
1d146f4a,1d45530e-f,5
e4c02adc,33f24bca-a,3
5cf1d75f,3a2603ce-0,4
0353de5b,a8e54bbb-b,4
399a95fc,c97eb78f-6,5
c5481eba,408988b0-2,5
007d82ed,1d0dfece-f,5
ee84c4d8,ad413f74-7,1
f3431ec8,74232b1e-e,5
5b67f35f,f1612cb4-2,4
bec3ba15,1730de82-d,5
b3b50a4f,b99ff610-5,1
7a1822f3,fd68f3df-7,4
19250ed7,68365458-0,2
6f5fd5f2,b1cac920-f,2
82036553,c4e06440-e,5
557f87a5,ceab308d-f,3
1b3596a1,fda392f9-d,4
7f9c9f2c,64049319-8,3
4fd21482,494800ef-2,5
e8613d9e,2ac7fc27-9,4
2753195e,2a34ede3-a,2
4aefa8a6,93f6ad6c-3,1
d9b16d55,f6ffdeea-1,2
6908d999,cbeb110c-d,2
4be691f6,758e3cf5-d,2
13d4dd27,c8304287-0,3
155fe399,b3684052-7,3
8ebce110,f9c3cc85-b,4
257af577,4d81096c-a,4
57dcfe4f,96a4eeb1-a,5
8c2e9d07,d45a02f8-3,3
b1466009,1ac7fcaa-4,2
449c33f0,0ae87429-2,2
48091eea,8baecb87-6,1
b857395f,56534cf5-a,5
cd23f9b3,891369e6-3,5
50483cad,1859fc40-2,3
2a238fbc,eb398faf-6,4
dc5e478b,4da1fb5d-d,2
b24bd3b7,dfc784ec-d,2
26503871,69843943-b,2
065012c5,a4353860-7,4
d312906a,11d34f7e-2,3
5136adde,df7930b9-d,1
d0e8803c,4ac6af27-a,1
1962082e,273017e8-2,5
b753077b,93235dc9-9,5
8ce64055,37a661c4-a,5
101938a5,c4f71922-a,2
292307da,e740000e-2,5
b805a15f,35efff39-b,5
fbef474d,63c30b65-a,4
dcaca6db,06fff043-4,4
7a7d8d61,eba5c94a-6,3
34e04e99,39c7b618-6,1
b2eb65f3,76ca9c3c-c,1
861f12bb,268b335a-8,2
f1c5f192,8164e79d-1,1
de8c7e00,a2f99d43-c,2
79b8569c,d36a344e-f,1
a5ed8855,92411baa-e,2
c2f278b8,ed268cfc-4,5
f9e89622,6390f2ea-8,5
c9aee337,7cbf22f9-2,3
eb72f968,85842870-7,1
6e91de44,28ca7dce-f,3
f581d1f7,30ff2cd8-5,1
a9f8e515,579ede7a-c,2
bb542976,b6add811-e,3
028809d1,e59dd1ef-7,3
8b660196,594121e8-4,4
5516b600,4aa17ee2-e,2
77c9aa5b,d001ebc6-5,4
d1dd56ce,f474b729-5,3
8b67d82f,0412d7ff-f,1
55ade9bd,41f528fa-5,4
70536778,ef18627c-6,4
98cb1265,8029a89d-b,3
db0be3ef,158fd3b5-2,3
b4fffe29,a52fdf17-b,2
9f8bb54c,ad642b46-7,5
03aa0d65,dbebaa55-4,2
2589f4a9,e1afb191-5,4
dbea38e1,1fe67292-0,4
f6207bb8,793480ee-d,1
20603af4,3b3acd49-f,2
222d2020,c5a964e5-1,4
1f5cc3ae,0c4145bc-8,1
86b387f6,98eb0ae1-e,1
7b339542,32f4abf1-e,3
b1b2edb7,ac13377e-b,1
c6d36874,46b7b3a3-0,5
fb1b3d3f,df1e3f0d-5,2
a3ffda9b,347bc94b-6,4
e47fbc15,176b24ce-d,1
48d6fb7f,bc2a8a1a-0,1
c9aec1e2,1587d0c4-b,1
52a3c1ff,2a339668-e,3
3937299c,afd38630-0,3
d8d9cf8b,33d1d69e-5,1
8d992fcd,d86c4787-2,1
eccbc70c,c8ee38d3-1,5
e1e7e360,380bf7e8-2,1
af47fc4e,a7e4d8b4-9,5
03eadaf0,74a43ff7-2,3
a61e1a8f,4cc35f1a-1,2
9c7914f5,7c011ded-7,4
e452c507,a6326e35-d,1
b90a8b2c,05c97ccd-6,1
acba07dd,e10f1782-1,5
dbf58ab7,90ea4fe6-d,1
83976e33,b7e948d3-5,1
7ab838a2,7f6906b4-0,4
ac98d8ba,a8594906-d,2
d7c5fdbb,bea3dc50-a,1
1a6c5c08,a6166130-b,2
d817723a,581a41f1-b,2
88c35a80,b28c2240-7,3
e6e322f8,6f0fcbd8-e,3
d0138d14,e101ab76-7,2
9ea9ff00,2c1cd7b8-c,2
e733dc52,57b27e03-4,1
d7329afe,eb0596ff-1,1
c0811288,4913cc97-2,3
7c5e50fe,bb6469a8-e,4
29b3c37a,fda470b8-1,5
f8d08b85,0b4350eb-5,5
36848d01,d8f3686a-3,1
b96be743,30b35209-e,2
9f5fd63c,c29aa4a8-f,2
812fe840,5e9900af-f,4
d42bcbcb,676d7645-b,5
52516742,ba8a075e-b,1
27e9dd51,a9cf9e47-1,5
5e956744,84478b2a-7,5
8a35a896,f3fa141b-a,4
3c499277,3316625a-a,2
799f099f,329af66f-e,2
9aec0029,efd0a0a2-6,1
45ae61a8,d474e7e9-2,3
7ced0b56,4b0562d6-6,1
47a50dbd,2ab12e1b-6,3
01c083f3,ef5c107c-f,3
e077268b,0bb5397d-8,2
470c391e,868803c9-8,5
451cdc5b,f6a07190-8,2
a48689fb,51393037-0,2
8f4a3a26,4c529cb5-6,2
3f62d926,581977ad-e,1
f7cd3439,05a68613-e,2
1699a74b,38210005-e,4
784fd769,a1ca6a6d-5,5
a6c5b4a7,7b2f61cf-4,1
8e379422,468994c4-8,4
7fc7c936,7cb9f116-e,4
1c98d9cb,9bba74d0-a,4
4e6186ba,1d561c87-f,1
2e1fecb3,3b16bf75-a,4
96af0aa4,aa8da6fc-a,2
99caeb2a,576781f7-3,2
48d36506,6eb3c1f2-9,5
577a37c4,17546bcb-2,3
bba4c3f8,bb5744d0-b,2
8814e19d,f254b403-8,2
e08353ad,842dd0ce-5,5
6e583aa2,8300126f-c,5
cd315692,2a4a8474-e,5
f01ebb7e,524bb820-b,2
db220edd,d9daf14f-5,3
d4184040,68912f50-f,1
60b3a0d1,95991863-9,3
077651c7,fb79fc41-8,3
7ce9d2ad,203a42f4-5,3
b9fba9b9,c42c9409-d,2
82dd0dcb,0c0daeec-a,3
ac83afcb,84d390d3-6,3
20838914,118c14a6-4,5
2d4ac994,1a38d99a-4,3
b4f1a440,f5f63eca-8,5
50d80b4e,ef1c4943-2,1
ca8ce9be,b2240a4c-f,4
2ce28bf9,5284add4-d,2
2d6ba8ae,9150cb0b-4,1
e4637540,13ac4c2d-9,2
40d1379a,6acf0b33-c,3
23921511,d13af207-3,3
c1022ceb,6087024c-4,5
dfa876d1,4361fa36-a,2
268cf1de,cb7f85a2-c,4
cf9beee8,d1231bbf-f,2
ac0a5a11,ac5c0b1b-5,1
9e6874ab,e3fbbb68-6,4
68dfdbfb,1b1beeb3-3,1
f747c9ed,e2579884-9,1
c640c4ac,7c632a2e-c,3
e5a5e18d,3fffb302-7,5
6839399d,0d81cb5b-8,3
4e4016fc,887204fc-0,1
1117a729,166a45a2-c,1
3c3c8f20,567355fa-3,4
e207d13a,2d4ef699-f,1
77809d5c,5e93104b-a,5
3b12089e,00fcb9c0-8,4
22b16d50,ec4cfda5-5,2
fdadd527,cc021b5e-8,1
31c5ddc8,10e8a4f7-b,5
46ce5341,2c91e42a-6,3
8db52810,5978f0ff-1,2
b370acb7,7e336240-1,5
25a0d325,e526dc06-e,4
b505dce0,6d1515e6-3,1
ffb59cb8,22678cd9-e,5
125e7014,9aaae28d-d,4
3bb0a7a9,6cfb4a90-6,4
060cf692,fa76eccc-7,1
00812bf1,c0d8e8ab-4,3
bebeda1a,84b8e40f-6,1
661c6fad,a123f1a2-e,5
c7fbbb37,bc32e509-c,5
22d2eefa,cacf1f1e-3,2
9d02cd04,0c58c336-9,3
315b7094,5c0ef37f-2,4
efaf3f1e,a4399143-2,3
14a4d873,7ba3966b-5,4
c44db413,e1224f77-9,2
288cd987,4f25c1c1-a,5
82db2175,30571c6b-a,3
038db720,e7b4c53e-1,3
c502b838,ad74ed86-b,5
c0f8e7f5,7fdb1426-8,2
aa91713c,26488257-8,1
b914b76f,0ab77e86-e,3
48cd8d57,9d8e1e52-1,1
495bd9f4,1d77c7af-3,2
f33c5a33,4116b831-2,2
b17a752f,f0ed22c9-3,5
e54968ff,b82fe130-6,3
cdeb4b21,1f12847c-d,4
0a89bdec,53b4de6e-9,1
c729f44a,dc45d710-7,5
b74485f8,abd19d27-0,3
a687c77e,b709f015-d,2
0c36392d,1856f48e-9,4
c4486290,30c6766f-3,3
4fdb0ac1,e5167a38-0,2
81c869a4,39394899-d,5
d0d5cc3f,c5b6f5f8-7,2
543db6cb,047680b7-4,5
45f3661b,962ce4b9-9,1
a495b1c7,38515136-8,2
514c5365,f8a7b3cb-a,1
e0d4ca51,1cb6afbc-4,3
927e4946,326dc1f5-9,2
b153ddb0,2c0caa2e-4,4
6e218819,bade74aa-4,1
90c1895c,e797ba11-c,4
dd8674d1,9a56685d-c,1
5930f5c1,8dff29eb-7,3
6fc35e9b,0a39406a-e,2
41ea1235,21918b6b-3,3
932cdbdb,52f65655-f,3
e1310511,cad3fdda-e,1
574e5f84,183ca096-f,4
7fb26e2e,6b5e75a3-9,1
a03903f5,3ed75263-6,4
8c8a9c64,284503ec-c,1
257a8ce9,41e93c18-6,3
